Athlete ID,competition_scope,championship,season_note
AT_AK_XX_0176,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_XX_0177,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_XX_0317,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_XX_2560,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_XX_2578,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_XX_2585,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_XX_4099,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_XX_4359,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_XX_5378,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_XX_6208,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_XX_6217,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_XX_6959,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_YA_0164,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AK_YA_0171,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_AF_0187,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_AH_2592,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_AH_2593,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_AN_5383,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_A_6964,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_BI_6220,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_GE_2590,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_HU_6033,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_KA_0189,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_MA_0188,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_MA_2588,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_PR_2595,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_P_2591,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_P_6963,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_RA_5384,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_RA_6429,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_SA_2589,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_SE_4366,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_SI_4367,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_SW_2596,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AL_VI_2594,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_AN_2613,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_AN_2626,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_AN_4376,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_BM_2629,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_BO_0072,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_CH_0193,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_CH_2598,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_CH_2616,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_CH_4368,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_DA_2617,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_DH_2606,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_GA_4385,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_GH_0222,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_H_2607,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_JA_0225,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_JA_4371,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KA_0199,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KA_0201,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KA_0202,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KA_0228,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KO_0208,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_0051,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_0195,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_0196,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_0223,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_2600,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_2601,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_2618,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_2619,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_2622,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_4105,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_4382,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_5393,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_6969,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_KU_6970,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_K_0211,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_AM_MA_0220,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
